"Date","Price","Open","High","Low","Change %"
"Aug 26, 2018","9.1067","9.1314","9.1314","9.0995","-0.21%"
"Aug 24, 2018","9.1263","9.1433","9.1522","9.0992","-0.18%"
"Aug 23, 2018","9.1426","9.0643","9.1520","9.0513","0.85%"
"Aug 22, 2018","9.0655","9.0958","9.1210","9.0422","-0.32%"
"Aug 21, 2018","9.0946","9.1534","9.1549","9.0745","-0.66%"
"Aug 20, 2018","9.1547","9.1616","9.2028","9.1492","-0.02%"
"Aug 19, 2018","9.1561","9.1602","9.1649","9.1513","0.04%"
"Aug 17, 2018","9.1526","9.1899","9.2258","9.1493","-0.41%"
"Aug 16, 2018","9.1899","9.2048","9.2203","9.1575","-0.17%"
"Aug 15, 2018","9.2052","9.1440","9.2476","9.1372","0.67%"
"Aug 14, 2018","9.1440","9.1172","9.1555","9.0789","0.29%"
"Aug 13, 2018","9.1180","9.1236","9.1831","9.0935","-0.26%"
"Aug 12, 2018","9.1416","9.1566","9.1593","9.1325","0.22%"
"Aug 10, 2018","9.1219","9.0080","9.1539","8.9982","1.26%"
"Aug 09, 2018","9.0083","8.9491","9.0182","8.9455","0.66%"
"Aug 08, 2018","8.9491","8.9148","8.9744","8.8925","0.37%"
"Aug 07, 2018","8.9162","8.9410","8.9505","8.8928","-0.25%"
"Aug 06, 2018","8.9381","8.9121","8.9502","8.9093","0.18%"
"Aug 05, 2018","8.9218","8.9148","8.9276","8.9131","0.08%"
"Aug 03, 2018","8.9148","8.8936","8.9424","8.8795","0.24%"
"Aug 02, 2018","8.8934","8.8070","8.8951","8.7994","0.98%"
"Aug 01, 2018","8.8069","8.7933","8.8248","8.7829","0.16%"
"Jul 31, 2018","8.7924","8.7546","8.8011","8.7365","0.46%"
"Jul 30, 2018","8.7521","8.8358","8.8487","8.7415","-0.94%"
"Jul 29, 2018","8.8348","8.8411","8.8434","8.8310","-0.07%"
"Jul 27, 2018","8.8408","8.8098","8.8699","8.7955","0.33%"
"Jul 26, 2018","8.8121","8.7572","8.8205","8.7382","0.63%"
"Jul 25, 2018","8.7569","8.8164","8.8328","8.7490","-0.67%"
"Jul 24, 2018","8.8164","8.8601","8.8931","8.8063","-0.48%"
"Jul 23, 2018","8.8593","8.8556","8.8737","8.8255","0.13%"
"Jul 22, 2018","8.8475","8.8486","8.8615","8.8451","-0.08%"
"Jul 20, 2018","8.8546","8.9135","8.9288","8.8416","-0.66%"
"Jul 19, 2018","8.9135","8.8658","8.9564","8.8499","0.53%"
"Jul 18, 2018","8.8663","8.8404","8.8884","8.8350","0.29%"
"Jul 17, 2018","8.8403","8.8240","8.8434","8.7706","0.17%"
"Jul 16, 2018","8.8249","8.8737","8.8952","8.8100","-0.78%"
"Jul 15, 2018","8.8941","8.8716","8.8950","8.8716","0.12%"
"Jul 13, 2018","8.8835","8.8702","8.9405","8.8574","0.15%"
"Jul 12, 2018","8.8702","8.8229","8.8838","8.7889","0.54%"
"Jul 11, 2018","8.8228","8.7402","8.8353","8.7345","0.94%"
"Jul 10, 2018","8.7403","8.7287","8.7741","8.7075","0.16%"
"Jul 09, 2018","8.7260","8.7359","8.7544","8.6800","0.06%"
"Jul 08, 2018","8.7209","8.7332","8.7448","8.7175","-0.03%"
"Jul 06, 2018","8.7233","8.7665","8.7937","8.7119","-0.49%"
"Jul 05, 2018","8.7664","8.7887","8.8003","8.7285","-0.26%"
"Jul 04, 2018","8.7891","8.8297","8.8388","8.7641","-0.46%"
"Jul 03, 2018","8.8298","8.9655","8.9810","8.8160","-1.51%"
"Jul 02, 2018","8.9655","8.9473","9.0303","8.9436","0.17%"
"Jul 01, 2018","8.9502","8.9515","8.9665","8.9439","0.02%"
"Jun 29, 2018","8.9480","9.0189","9.0381","8.9251","-0.79%"
"Jun 28, 2018","9.0195","8.9762","9.0387","8.9611","0.48%"
"Jun 27, 2018","8.9762","8.8803","8.9806","8.8735","1.05%"
"Jun 26, 2018","8.8826","8.8468","8.8926","8.8194","0.39%"
"Jun 25, 2018","8.8480","8.8389","8.9181","8.8214","-0.14%"
"Jun 24, 2018","8.8605","8.8430","8.8639","8.8260","0.08%"
"Jun 22, 2018","8.8537","8.8941","8.8967","8.8260","-0.43%"
"Jun 21, 2018","8.8923","8.8834","8.9513","8.8689","0.10%"
"Jun 20, 2018","8.8834","8.8939","8.9322","8.8594","-0.14%"
"Jun 19, 2018","8.8959","8.8160","8.9514","8.8062","0.91%"
"Jun 18, 2018","8.8157","8.7848","8.8713","8.7848","0.15%"
"Jun 17, 2018","8.8029","8.8134","8.8134","8.7986","0.22%"
"Jun 15, 2018","8.7839","8.7420","8.8239","8.7303","0.48%"
"Jun 14, 2018","8.7420","8.6077","8.7467","8.5777","1.56%"
"Jun 13, 2018","8.6075","8.6437","8.6603","8.6002","-0.42%"
"Jun 12, 2018","8.6442","8.6628","8.6919","8.5930","-0.21%"
"Jun 11, 2018","8.6624","8.7302","8.7309","8.6430","-0.42%"
"Jun 10, 2018","8.6985","8.7096","8.7242","8.6981","-0.11%"
"Jun 08, 2018","8.7081","8.6960","8.7754","8.6921","0.10%"
"Jun 07, 2018","8.6993","8.7332","8.7349","8.6528","-0.39%"
"Jun 06, 2018","8.7336","8.7516","8.7559","8.7030","-0.20%"
"Jun 05, 2018","8.7515","8.7574","8.7968","8.7310","-0.07%"
"Jun 04, 2018","8.7575","8.8244","8.8300","8.7325","-0.72%"
"Jun 03, 2018","8.8209","8.8247","8.8347","8.8147","-0.05%"
"Jun 01, 2018","8.8253","8.8136","8.8760","8.7726","0.13%"
"May 31, 2018","8.8138","8.8096","8.8526","8.7465","0.04%"
"May 30, 2018","8.8104","8.9562","8.9891","8.7970","-1.62%"
"May 29, 2018","8.9558","8.8270","8.9807","8.8119","1.49%"
"May 28, 2018","8.8239","8.7633","8.8250","8.7098","0.97%"
"May 27, 2018","8.7394","8.7372","8.7557","8.7358","-0.29%"
"May 25, 2018","8.7649","8.7608","8.7873","8.6744","0.05%"
"May 24, 2018","8.7608","8.7623","8.7734","8.7194","0.00%"
"May 23, 2018","8.7607","8.6904","8.8041","8.6803","0.82%"
"May 22, 2018","8.6898","8.6731","8.7064","8.6374","0.19%"
"May 21, 2018","8.6731","8.7587","8.7827","8.6675","-0.92%"
"May 18, 2018","8.7540","8.7328","8.7686","8.7147","0.23%"
"May 17, 2018","8.7340","8.7066","8.7561","8.6781","0.33%"
"May 16, 2018","8.7049","8.6829","8.7620","8.6717","0.22%"
"May 15, 2018","8.6855","8.6426","8.7610","8.6082","0.50%"
"May 14, 2018","8.6421","8.5937","8.6446","8.5686","0.55%"
"May 11, 2018","8.5952","8.6510","8.6640","8.5674","-0.65%"
"May 10, 2018","8.6510","8.7064","8.7133","8.6113","-0.61%"
"May 09, 2018","8.7042","8.8195","8.8606","8.6798","-1.30%"
"May 08, 2018","8.8187","8.8375","8.8550","8.7897","-0.19%"
"May 07, 2018","8.8355","8.7999","8.8631","8.7890","0.40%"
"May 04, 2018","8.7999","8.8111","8.8643","8.7857","-0.16%"
"May 03, 2018","8.8137","8.9164","8.9196","8.8022","-1.15%"
"May 02, 2018","8.9163","8.8484","8.9333","8.8192","0.77%"
"May 01, 2018","8.8484","8.7468","8.8720","8.7361","1.13%"
"Apr 30, 2018","8.7492","8.6607","8.7703","8.6475","1.05%"
"Apr 27, 2018","8.6587","8.6640","8.7412","8.6435","-0.07%"
"Apr 26, 2018","8.6646","8.5629","8.6863","8.5333","1.17%"
"Apr 25, 2018","8.5647","8.5094","8.5711","8.5062","0.67%"
"Apr 24, 2018","8.5075","8.5201","8.5332","8.4907","-0.14%"
"Apr 23, 2018","8.5195","8.4474","8.5263","8.4459","0.87%"
"Apr 20, 2018","8.4461","8.4047","8.4662","8.4017","0.49%"
"Apr 19, 2018","8.4047","8.4042","8.4196","8.3689","0.01%"
"Apr 18, 2018","8.4042","8.4012","8.4282","8.3725","0.01%"
"Apr 17, 2018","8.4036","8.4167","8.4287","8.3957","-0.16%"
"Apr 16, 2018","8.4169","8.4737","8.4881","8.3955","-0.67%"
"Apr 13, 2018","8.4737","8.4058","8.4963","8.3996","0.79%"
"Apr 12, 2018","8.4071","8.3289","8.4495","8.3178","0.98%"
"Apr 11, 2018","8.3259","8.3002","8.3410","8.2911","0.29%"
"Apr 10, 2018","8.3020","8.3590","8.3684","8.2905","-0.67%"
"Apr 09, 2018","8.3580","8.3911","8.3999","8.3460","-0.39%"
"Apr 06, 2018","8.3911","8.4184","8.4526","8.3782","-0.32%"
"Apr 05, 2018","8.4184","8.4011","8.4413","8.3822","0.20%"
"Apr 04, 2018","8.4019","8.3913","8.4186","8.3755","0.13%"
"Apr 03, 2018","8.3913","8.3891","8.4173","8.3561","-0.00%"
"Apr 02, 2018","8.3915","8.3428","8.4053","8.3267","0.59%"
"Mar 30, 2018","8.3423","8.3603","8.3643","8.3267","-0.22%"
"Mar 29, 2018","8.3603","8.3510","8.3863","8.3309","0.11%"
"Mar 28, 2018","8.3510","8.2311","8.3621","8.2192","1.46%"
"Mar 27, 2018","8.2311","8.1912","8.2574","8.1700","0.49%"
"Mar 26, 2018","8.1908","8.2465","8.2486","8.1783","-0.68%"
"Mar 23, 2018","8.2472","8.2543","8.2860","8.2281","-0.11%"
"Mar 22, 2018","8.2565","8.1837","8.2623","8.1574","0.89%"
"Mar 21, 2018","8.1836","8.2237","8.2389","8.1765","-0.46%"
"Mar 20, 2018","8.2217","8.1698","8.2251","8.1572","0.64%"
"Mar 19, 2018","8.1695","8.1853","8.2276","8.1519","-0.29%"
"Mar 16, 2018","8.1929","8.1802","8.2120","8.1732","0.16%"
"Mar 15, 2018","8.1802","8.1822","8.1915","8.1517","-0.03%"
"Mar 14, 2018","8.1830","8.2166","8.2211","8.1643","-0.41%"
"Mar 13, 2018","8.2165","8.2414","8.2531","8.1904","-0.32%"
"Mar 12, 2018","8.2431","8.2465","8.2689","8.2211","-0.01%"
"Mar 09, 2018","8.2441","8.2568","8.2777","8.2264","-0.23%"
"Mar 08, 2018","8.2628","8.2367","8.2841","8.2182","0.40%"
"Mar 07, 2018","8.2301","8.2059","8.2627","8.1947","0.28%"
"Mar 06, 2018","8.2072","8.2633","8.2752","8.2015","-0.68%"
"Mar 05, 2018","8.2633","8.2568","8.2930","8.2356","0.18%"
"Mar 02, 2018","8.2488","8.2497","8.2878","8.2287","-0.01%"
"Mar 01, 2018","8.2497","8.2918","8.3198","8.2356","-0.50%"
"Feb 28, 2018","8.2908","8.2221","8.3141","8.2180","0.78%"
"Feb 27, 2018","8.2263","8.1491","8.2373","8.1341","0.93%"
"Feb 26, 2018","8.1506","8.1804","8.1863","8.1252","-0.30%"
"Feb 23, 2018","8.1750","8.1165","8.1866","8.1118","0.73%"
"Feb 22, 2018","8.1159","8.1162","8.1492","8.1013","-0.04%"
"Feb 21, 2018","8.1191","8.0972","8.1233","8.0656","0.28%"
"Feb 20, 2018","8.0962","7.9853","8.1049","7.9819","1.40%"
"Feb 19, 2018","7.9841","7.9761","8.0095","7.9521","0.20%"
"Feb 16, 2018","7.9682","7.9292","7.9780","7.8972","0.49%"
"Feb 15, 2018","7.9292","7.9549","7.9751","7.9126","-0.33%"
"Feb 14, 2018","7.9557","8.0281","8.1084","7.9432","-0.90%"
"Feb 13, 2018","8.0276","8.0630","8.0710","8.0198","-0.46%"
"Feb 12, 2018","8.0644","8.0966","8.1128","8.0586","-0.47%"
"Feb 09, 2018","8.1028","8.1186","8.1579","8.0866","-0.19%"
"Feb 08, 2018","8.1186","8.0828","8.1431","8.0428","0.44%"
"Feb 07, 2018","8.0828","7.9518","8.0943","7.9351","1.65%"
"Feb 06, 2018","7.9514","7.9827","8.0113","7.9276","-0.37%"
"Feb 05, 2018","7.9808","7.9016","7.9824","7.8816","0.96%"
"Feb 02, 2018","7.9048","7.8403","7.9286","7.8342","0.82%"
"Feb 01, 2018","7.8402","7.8778","7.9051","7.8350","-0.49%"
"Jan 31, 2018","7.8788","7.8914","7.9027","7.8268","-0.15%"
"Jan 30, 2018","7.8908","7.8925","7.9275","7.8606","-0.01%"
"Jan 29, 2018","7.8919","7.8704","7.9153","7.8636","0.21%"
"Jan 26, 2018","7.8752","7.9222","7.9354","7.8516","-0.59%"
"Jan 25, 2018","7.9217","7.9266","7.9420","7.8318","-0.07%"
"Jan 24, 2018","7.9270","8.0068","8.0120","7.9205","-1.00%"
"Jan 23, 2018","8.0070","8.0203","8.0483","8.0056","-0.17%"
"Jan 22, 2018","8.0203","8.0176","8.0497","8.0140","-0.29%"
"Jan 19, 2018","8.0438","8.0202","8.0462","7.9977","0.30%"
"Jan 18, 2018","8.0199","8.0517","8.0634","8.0067","-0.38%"
"Jan 17, 2018","8.0508","8.0399","8.0736","7.9908","0.15%"
"Jan 16, 2018","8.0388","8.0132","8.0557","8.0025","0.32%"
"Jan 15, 2018","8.0132","8.0497","8.0609","8.0002","-0.43%"
"Jan 12, 2018","8.0475","8.1319","8.1366","8.0454","-1.04%"
"Jan 11, 2018","8.1324","8.2005","8.2060","8.1249","-0.84%"
"Jan 10, 2018","8.2009","8.2296","8.2413","8.1600","-0.35%"
"Jan 09, 2018","8.2301","8.1997","8.2536","8.1943","0.37%"
"Jan 08, 2018","8.1997","8.1494","8.2222","8.1354","0.69%"
"Jan 05, 2018","8.1438","8.1373","8.1653","8.1253","0.08%"
"Jan 04, 2018","8.1375","8.1791","8.1857","8.1251","-0.49%"
"Jan 03, 2018","8.1779","8.1672","8.1901","8.1575","0.12%"
"Jan 02, 2018","8.1680","8.2032","8.2032","8.1289","-0.42%"
"Jan 01, 2018","8.2027","8.2032","8.2032","8.1997","-0.01%"
"Dec 29, 2017","8.2032","8.2443","8.2512","8.1631","-0.51%"
"Dec 28, 2017","8.2456","8.2767","8.2772","8.2303","-0.37%"
"Dec 27, 2017","8.2762","8.3461","8.3560","8.2670","-0.86%"
"Dec 26, 2017","8.3484","8.3379","8.3638","8.3318","0.09%"
"Dec 25, 2017","8.3411","8.3474","8.3591","8.3367","0.18%"
"Dec 22, 2017","8.3264","8.3806","8.4115","8.3202","-0.64%"
"Dec 21, 2017","8.3801","8.3954","8.4214","8.3689","-0.19%"
"Dec 20, 2017","8.3964","8.4041","8.4128","8.3183","-0.09%"
"Dec 19, 2017","8.4037","8.4382","8.4472","8.3928","-0.39%"
"Dec 18, 2017","8.4364","8.5018","8.5187","8.4075","-0.82%"
"Dec 15, 2017","8.5061","8.4399","8.5205","8.4179","0.80%"
"Dec 14, 2017","8.4389","8.4135","8.4476","8.3553","0.30%"
"Dec 13, 2017","8.4133","8.4202","8.4611","8.3998","-0.08%"
"Dec 12, 2017","8.4204","8.5055","8.5237","8.4021","-0.99%"
"Dec 11, 2017","8.5048","8.4636","8.5079","8.4355","0.66%"
"Dec 08, 2017","8.4487","8.4866","8.5181","8.4468","-0.43%"
"Dec 07, 2017","8.4855","8.4375","8.4957","8.4209","0.61%"
"Dec 06, 2017","8.4342","8.3635","8.4435","8.3274","0.83%"
"Dec 05, 2017","8.3650","8.4191","8.4586","8.3578","-0.65%"
"Dec 04, 2017","8.4197","8.3714","8.4351","8.3678","0.72%"
"Dec 01, 2017","8.3597","8.3745","8.3906","8.3404","-0.19%"
"Nov 30, 2017","8.3753","8.3676","8.4011","8.3147","0.09%"
"Nov 29, 2017","8.3676","8.3500","8.3884","8.3125","0.20%"
"Nov 28, 2017","8.3509","8.3021","8.3616","8.2848","0.59%"
"Nov 27, 2017","8.3021","8.2738","8.3133","8.2729","0.30%"
"Nov 24, 2017","8.2769","8.2979","8.3162","8.2706","-0.25%"
"Nov 23, 2017","8.2975","8.3368","8.3434","8.2893","-0.49%"
"Nov 22, 2017","8.3382","8.4289","8.4459","8.3294","-1.08%"
"Nov 21, 2017","8.4293","8.4846","8.5284","8.4192","-0.65%"
"Nov 20, 2017","8.4842","8.4210","8.4875","8.4180","0.70%"
"Nov 17, 2017","8.4252","8.3995","8.4602","8.3693","0.29%"
"Nov 16, 2017","8.4006","8.4289","8.4462","8.3892","-0.34%"
"Nov 15, 2017","8.4293","8.3960","8.4538","8.3778","0.40%"
"Nov 14, 2017","8.3960","8.3857","8.4496","8.3713","0.15%"
"Nov 13, 2017","8.3834","8.3525","8.4003","8.3525","0.32%"
"Nov 10, 2017","8.3564","8.3783","8.3896","8.3480","-0.26%"
"Nov 09, 2017","8.3785","8.3812","8.3990","8.3515","-0.03%"
"Nov 08, 2017","8.3809","8.3986","8.4020","8.3765","-0.20%"
"Nov 07, 2017","8.3980","8.3975","8.4428","8.3875","-0.00%"
"Nov 06, 2017","8.3981","8.4353","8.4477","8.3903","-0.42%"
"Nov 03, 2017","8.4332","8.3953","8.4469","8.3830","0.46%"
"Nov 02, 2017","8.3948","8.4015","8.4096","8.3601","-0.07%"
"Nov 01, 2017","8.4008","8.3774","8.4079","8.3594","0.28%"
"Oct 31, 2017","8.3777","8.3515","8.3834","8.3433","0.30%"
"Oct 30, 2017","8.3530","8.3730","8.3781","8.3293","0.03%"
"Oct 27, 2017","8.3509","8.3487","8.4013","8.3419","0.02%"
"Oct 26, 2017","8.3491","8.2189","8.3690","8.1896","1.60%"
"Oct 25, 2017","8.2179","8.2215","8.2587","8.2054","-0.03%"
"Oct 24, 2017","8.2207","8.2007","8.2282","8.1842","0.25%"
"Oct 23, 2017","8.2004","8.1762","8.2250","8.1664","0.45%"
"Oct 20, 2017","8.1638","8.1272","8.1834","8.1221","0.46%"
"Oct 19, 2017","8.1266","8.1430","8.1804","8.1193","-0.20%"
"Oct 18, 2017","8.1428","8.1520","8.1853","8.1352","-0.14%"
"Oct 17, 2017","8.1545","8.1051","8.1770","8.0999","0.61%"
"Oct 16, 2017","8.1051","8.1134","8.1452","8.0925","-0.13%"
"Oct 13, 2017","8.1156","8.1217","8.1418","8.0822","-0.12%"
"Oct 12, 2017","8.1256","8.0496","8.1318","8.0254","0.96%"
"Oct 11, 2017","8.0482","8.0744","8.0844","8.0393","-0.31%"
"Oct 10, 2017","8.0734","8.1265","8.1294","8.0594","-0.64%"
"Oct 09, 2017","8.1251","8.1180","8.1345","8.1054","0.11%"
"Oct 06, 2017","8.1164","8.1415","8.1721","8.1083","-0.31%"
"Oct 05, 2017","8.1419","8.0979","8.1542","8.0835","0.54%"
"Oct 04, 2017","8.0984","8.1374","8.1411","8.0887","-0.48%"
"Oct 03, 2017","8.1376","8.1701","8.1987","8.1212","-0.40%"
"Oct 02, 2017","8.1701","8.1634","8.1921","8.1409","0.27%"
"Sep 29, 2017","8.1477","8.1140","8.1926","8.0967","0.43%"
"Sep 28, 2017","8.1129","8.1488","8.1772","8.1105","-0.45%"
"Sep 27, 2017","8.1497","8.1201","8.1845","8.1157","0.37%"
"Sep 26, 2017","8.1199","8.0440","8.1549","8.0341","0.95%"
"Sep 25, 2017","8.0436","7.9806","8.0601","7.9789","0.75%"
"Sep 22, 2017","7.9837","7.9730","7.9837","7.9414","0.15%"
"Sep 21, 2017","7.9718","8.0130","8.0317","7.9649","-0.51%"
"Sep 20, 2017","8.0130","7.9517","8.0356","7.9312","0.77%"
"Sep 19, 2017","7.9518","7.9611","7.9754","7.9339","-0.13%"
"Sep 18, 2017","7.9621","7.9643","7.9848","7.9412","-0.05%"
"Sep 15, 2017","7.9663","7.9882","8.0068","7.9358","-0.28%"
"Sep 14, 2017","7.9887","8.0338","8.0656","7.9877","-0.55%"
"Sep 13, 2017","8.0329","7.9690","8.0515","7.9539","0.78%"
"Sep 12, 2017","7.9711","8.0122","8.0247","7.9573","-0.52%"
"Sep 11, 2017","8.0128","7.9434","8.0166","7.9310","1.04%"
"Sep 08, 2017","7.9304","7.9190","7.9541","7.8882","0.13%"
"Sep 07, 2017","7.9198","7.9815","7.9917","7.8993","-0.76%"
"Sep 06, 2017","7.9805","7.9704","7.9854","7.9433","0.15%"
"Sep 05, 2017","7.9685","7.9629","7.9898","7.9375","0.07%"
"Sep 04, 2017","7.9629","7.9977","7.9984","7.9498","-0.36%"
"Sep 01, 2017","7.9918","7.9383","8.0104","7.9125","0.67%"
"Aug 31, 2017","7.9385","7.9782","8.0210","7.9370","-0.51%"
"Aug 30, 2017","7.9791","7.9399","7.9954","7.9303","0.50%"
"Aug 29, 2017","7.9394","7.9604","7.9919","7.9100","-0.24%"
"Aug 28, 2017","7.9587","7.9578","7.9839","7.9404","-0.15%"
"Aug 25, 2017","7.9708","8.0669","8.0951","7.9512","-1.20%"
"Aug 24, 2017","8.0677","8.0601","8.0829","8.0497","0.10%"
"Aug 23, 2017","8.0596","8.0937","8.1179","8.0493","-0.43%"
"Aug 22, 2017","8.0943","8.0724","8.1218","8.0663","0.26%"
"Aug 21, 2017","8.0731","8.1073","8.1236","8.0596","-0.47%"
"Aug 18, 2017","8.1110","8.1377","8.1493","8.1031","-0.35%"
"Aug 17, 2017","8.1391","8.0742","8.1498","8.0595","0.80%"
"Aug 16, 2017","8.0742","8.0739","8.1266","8.0620","0.00%"
"Aug 15, 2017","8.0739","8.1129","8.1456","8.0568","-0.47%"
"Aug 14, 2017","8.1121","8.1211","8.1312","8.0988","-0.12%"
"Aug 11, 2017","8.1222","8.1331","8.1756","8.1077","-0.16%"
"Aug 10, 2017","8.1349","8.1742","8.1944","8.1228","-0.51%"
"Aug 09, 2017","8.1767","8.1744","8.2279","8.1672","0.01%"
"Aug 08, 2017","8.1755","8.1454","8.1985","8.1090","0.32%"
"Aug 07, 2017","8.1491","8.1425","8.1674","8.1160","0.02%"
"Aug 04, 2017","8.1471","8.0998","8.1778","8.0780","0.57%"
"Aug 03, 2017","8.1011","8.0933","8.1204","8.0783","0.03%"
"Aug 02, 2017","8.0987","8.1085","8.1288","8.0664","-0.13%"
"Aug 01, 2017","8.1096","8.0655","8.1253","8.0525","0.51%"
"Jul 31, 2017","8.0682","8.1173","8.1441","8.0601","-0.61%"
"Jul 28, 2017","8.1181","8.2130","8.2228","8.1024","-1.18%"
"Jul 27, 2017","8.2154","8.1686","8.2356","8.1367","0.55%"
"Jul 26, 2017","8.1701","8.2061","8.2405","8.1541","-0.48%"
"Jul 25, 2017","8.2092","8.2139","8.2218","8.1630","-0.09%"
"Jul 24, 2017","8.2164","8.2434","8.2568","8.2040","-0.31%"
"Jul 21, 2017","8.2418","8.2209","8.2693","8.1997","0.24%"
"Jul 20, 2017","8.2224","8.3023","8.3374","8.2150","-0.98%"
"Jul 19, 2017","8.3041","8.3001","8.3110","8.2739","0.02%"
"Jul 18, 2017","8.3021","8.2882","8.3089","8.2484","0.14%"
"Jul 17, 2017","8.2902","8.3154","8.3416","8.2811","-0.21%"
"Jul 14, 2017","8.3078","8.3574","8.3642","8.3028","-0.61%"
"Jul 13, 2017","8.3584","8.4168","8.4205","8.3477","-0.70%"
"Jul 12, 2017","8.4176","8.3982","8.4423","8.3836","0.21%"
"Jul 11, 2017","8.4003","8.4298","8.4612","8.3931","-0.36%"
"Jul 10, 2017","8.4303","8.4283","8.4535","8.4161","0.03%"
"Jul 07, 2017","8.4277","8.4426","8.4549","8.4114","-0.19%"
"Jul 06, 2017","8.4441","8.4844","8.5055","8.4337","-0.51%"
"Jul 05, 2017","8.4871","8.5242","8.5326","8.4790","-0.46%"
"Jul 04, 2017","8.5267","8.4867","8.5488","8.4778","0.45%"
"Jul 03, 2017","8.4882","8.4229","8.4963","8.4122","0.70%"
"Jun 30, 2017","8.4289","8.4611","8.4844","8.4154","-0.39%"
"Jun 29, 2017","8.4617","8.5434","8.5464","8.4479","-0.96%"
"Jun 28, 2017","8.5440","8.6134","8.6404","8.5363","-0.78%"
"Jun 27, 2017","8.6116","8.7215","8.7275","8.5997","-1.28%"
"Jun 26, 2017","8.7230","8.7204","8.7358","8.6942","0.02%"
"Jun 23, 2017","8.7215","8.7454","8.7620","8.7013","-0.32%"
"Jun 22, 2017","8.7497","8.7481","8.7649","8.7232","0.04%"
"Jun 21, 2017","8.7461","8.7794","8.7916","8.7386","-0.41%"
"Jun 20, 2017","8.7825","8.7401","8.8006","8.7219","0.45%"
"Jun 19, 2017","8.7429","8.7046","8.7535","8.6849","0.40%"
"Jun 16, 2017","8.7082","8.7473","8.7658","8.6862","-0.49%"
"Jun 15, 2017","8.7515","8.7015","8.7695","8.6917","0.55%"
"Jun 14, 2017","8.7033","8.6927","8.7225","8.6213","0.11%"
"Jun 13, 2017","8.6936","8.7469","8.7578","8.6706","-0.60%"
"Jun 12, 2017","8.7459","8.7138","8.7500","8.6967","0.34%"
"Jun 09, 2017","8.7159","8.7095","8.7562","8.6962","0.06%"
"Jun 08, 2017","8.7110","8.6886","8.7336","8.6727","0.23%"
"Jun 07, 2017","8.6908","8.6617","8.7370","8.6588","0.31%"
"Jun 06, 2017","8.6639","8.6496","8.6858","8.6374","0.11%"
"Jun 05, 2017","8.6542","8.6250","8.6882","8.6192","0.39%"
"Jun 02, 2017","8.6205","8.6820","8.6967","8.6130","-0.76%"
"Jun 01, 2017","8.6865","8.6839","8.7246","8.6730","-0.02%"
"May 31, 2017","8.6881","8.7197","8.7451","8.6695","-0.40%"
"May 30, 2017","8.7234","8.6995","8.7681","8.6995","0.26%"
"May 29, 2017","8.7010","8.6959","8.7081","8.6772","0.07%"
"May 26, 2017","8.6947","8.6854","8.7127","8.6589","0.09%"
"May 25, 2017","8.6867","8.6686","8.6980","8.6409","0.21%"
"May 24, 2017","8.6688","8.7043","8.7248","8.6645","-0.43%"
"May 23, 2017","8.7059","8.6915","8.7127","8.6515","0.15%"
"May 22, 2017","8.6926","8.7206","8.7416","8.6867","-0.39%"
"May 19, 2017","8.7267","8.8062","8.8118","8.7077","-0.92%"
"May 18, 2017","8.8081","8.7298","8.8249","8.7225","0.88%"
"May 17, 2017","8.7313","8.7868","8.7931","8.7242","-0.65%"
"May 16, 2017","8.7888","8.8277","8.8658","8.7680","-0.46%"
"May 15, 2017","8.8294","8.8319","8.8598","8.8074","0.04%"
"May 12, 2017","8.8263","8.8819","8.9003","8.8233","-0.65%"
"May 11, 2017","8.8840","8.9190","8.9316","8.8401","-0.44%"
"May 10, 2017","8.9229","8.8866","8.9291","8.8675","0.39%"
"May 09, 2017","8.8881","8.8429","8.9034","8.8318","0.49%"
"May 08, 2017","8.8449","8.7873","8.8501","8.7620","0.62%"
"May 05, 2017","8.7901","8.8298","8.8491","8.7819","-0.47%"
"May 04, 2017","8.8313","8.8475","8.8608","8.8041","-0.20%"
"May 03, 2017","8.8490","8.8027","8.8492","8.7959","0.51%"
"May 02, 2017","8.8037","8.8445","8.8570","8.7997","-0.50%"
"May 01, 2017","8.8483","8.8499","8.8596","8.8113","-0.06%"
"Apr 28, 2017","8.8533","8.8338","8.8711","8.8013","0.20%"
"Apr 27, 2017","8.8357","8.7621","8.8745","8.7472","0.83%"
"Apr 26, 2017","8.7634","8.7724","8.8031","8.7457","-0.11%"
"Apr 25, 2017","8.7734","8.8577","8.8770","8.7497","-0.96%"
"Apr 24, 2017","8.8582","8.8330","8.8869","8.7978","-1.64%"
"Apr 21, 2017","9.0055","8.9832","9.0355","8.9697","0.22%"
"Apr 20, 2017","8.9860","8.9706","8.9980","8.9204","0.15%"
"Apr 19, 2017","8.9727","8.9543","8.9914","8.9370","0.19%"
"Apr 18, 2017","8.9555","8.9954","9.0097","8.9477","-0.47%"
"Apr 17, 2017","8.9974","9.0347","9.0473","8.9743","-0.43%"
"Apr 14, 2017","9.0366","9.0398","9.0476","9.0195","-0.06%"
"Apr 13, 2017","9.0424","8.9760","9.0462","8.9441","0.74%"
"Apr 12, 2017","8.9763","9.0598","9.0613","8.9662","-0.92%"
"Apr 11, 2017","9.0601","9.0756","9.1075","9.0275","-0.19%"
"Apr 10, 2017","9.0771","9.0689","9.0968","9.0577","0.03%"
"Apr 07, 2017","9.0742","9.0209","9.0916","8.9965","0.56%"
