"Date","Price","Open","High","Low","Change %"
"Nov 02, 2015","8.5321","8.5197","8.5388","8.4927","-0.06%"
"Oct 30, 2015","8.5373","8.5264","8.5527","8.4774","0.04%"
"Oct 29, 2015","8.5343","8.5469","8.5773","8.4986","-0.13%"
"Oct 28, 2015","8.5456","8.5032","8.5608","8.3971","0.54%"
"Oct 27, 2015","8.4999","8.5056","8.5167","8.4792","-0.08%"
"Oct 26, 2015","8.5065","8.4999","8.5277","8.4718","0.07%"
"Oct 23, 2015","8.5009","8.4490","8.5284","8.4284","0.60%"
"Oct 22, 2015","8.4505","8.3284","8.4645","8.3062","1.45%"
"Oct 21, 2015","8.3294","8.3025","8.3363","8.2843","0.31%"
"Oct 20, 2015","8.3037","8.3158","8.3223","8.2618","-0.19%"
"Oct 19, 2015","8.3193","8.2503","8.3285","8.2246","0.89%"
"Oct 16, 2015","8.2462","8.2293","8.2516","8.2090","0.13%"
"Oct 15, 2015","8.2356","8.1059","8.2503","8.0968","1.54%"
"Oct 14, 2015","8.1110","8.1346","8.1470","8.0920","-0.36%"
"Oct 13, 2015","8.1402","8.1832","8.1904","8.0936","-0.50%"
"Oct 12, 2015","8.1815","8.2002","8.2079","8.1539","-0.18%"
"Oct 09, 2015","8.1959","8.2449","8.2583","8.1429","-0.61%"
"Oct 08, 2015","8.2460","8.2486","8.2591","8.2065","-0.01%"
"Oct 07, 2015","8.2470","8.2338","8.2745","8.2233","0.13%"
"Oct 06, 2015","8.2366","8.3376","8.3424","8.2252","-1.22%"
"Oct 05, 2015","8.3380","8.3626","8.3732","8.2907","-0.26%"
"Oct 02, 2015","8.3594","8.3749","8.3985","8.2723","-0.20%"
"Oct 01, 2015","8.3759","8.3672","8.4143","8.3379","0.08%"
"Sep 30, 2015","8.3689","8.3849","8.4228","8.3552","-0.21%"
"Sep 29, 2015","8.3865","8.4598","8.4718","8.3699","-0.89%"
"Sep 28, 2015","8.4617","8.4105","8.4953","8.3953","0.63%"
"Sep 25, 2015","8.4090","8.3832","8.4482","8.3808","0.29%"
"Sep 24, 2015","8.3847","8.4334","8.4381","8.3535","-0.59%"
"Sep 23, 2015","8.4346","8.3954","8.4444","8.3824","0.40%"
"Sep 22, 2015","8.4009","8.3664","8.4177","8.3386","0.39%"
"Sep 21, 2015","8.3679","8.2597","8.3679","8.2335","1.48%"
"Sep 18, 2015","8.2459","8.1668","8.2776","8.1588","0.95%"
"Sep 17, 2015","8.1685","8.2526","8.2775","8.1556","-1.04%"
"Sep 16, 2015","8.2540","8.3104","8.3156","8.2313","-0.70%"
"Sep 15, 2015","8.3118","8.2542","8.3134","8.2287","0.68%"
"Sep 14, 2015","8.2557","8.2202","8.2852","8.2116","0.23%"
"Sep 11, 2015","8.2366","8.3638","8.3713","8.2238","-1.53%"
"Sep 10, 2015","8.3642","8.3934","8.4246","8.3451","-0.40%"
"Sep 09, 2015","8.3981","8.4027","8.4551","8.3881","-0.08%"
"Sep 08, 2015","8.4047","8.4433","8.4627","8.3917","-0.49%"
"Sep 07, 2015","8.4460","8.4420","8.4711","8.4179","0.14%"
"Sep 04, 2015","8.4340","8.4040","8.4954","8.3957","0.29%"
"Sep 03, 2015","8.4093","8.4313","8.4536","8.3405","-0.29%"
"Sep 02, 2015","8.4338","8.4152","8.4744","8.4017","0.16%"
"Sep 01, 2015","8.4201","8.4702","8.4833","8.4073","-0.63%"
"Aug 31, 2015","8.4733","8.4550","8.5104","8.4036","0.19%"
"Aug 28, 2015","8.4570","8.4695","8.4843","8.4049","-0.10%"
"Aug 27, 2015","8.4658","8.4858","8.5238","8.4384","-0.33%"
"Aug 26, 2015","8.4938","8.3675","8.5226","8.3380","1.49%"
"Aug 25, 2015","8.3690","8.2489","8.4612","8.2489","1.45%"
"Aug 24, 2015","8.2497","8.3612","8.3766","8.1365","-1.24%"
"Aug 21, 2015","8.3537","8.5193","8.5226","8.3487","-1.92%"
"Aug 20, 2015","8.5175","8.5181","8.5576","8.4802","-0.02%"
"Aug 19, 2015","8.5196","8.5527","8.5975","8.5027","-0.41%"
"Aug 18, 2015","8.5544","8.5320","8.5596","8.4973","0.23%"
"Aug 17, 2015","8.5346","8.5054","8.5434","8.4825","0.32%"
"Aug 14, 2015","8.5070","8.4765","8.5240","8.4158","0.35%"
"Aug 13, 2015","8.4771","8.5905","8.6226","8.4593","-1.37%"
"Aug 12, 2015","8.5945","8.6563","8.6718","8.5481","-0.73%"
"Aug 11, 2015","8.6577","8.6862","8.7464","8.6441","-0.34%"
"Aug 10, 2015","8.6876","8.7573","8.7985","8.6697","-0.90%"
"Aug 07, 2015","8.7666","8.7460","8.8379","8.7222","0.25%"
"Aug 06, 2015","8.7446","8.6901","8.7879","8.6712","0.53%"
"Aug 05, 2015","8.6982","8.7066","8.7572","8.6660","-0.15%"
"Aug 04, 2015","8.7116","8.6514","8.7132","8.5883","0.64%"
"Aug 03, 2015","8.6564","8.6204","8.6701","8.5972","0.36%"
"Jul 31, 2015","8.6256","8.6187","8.6431","8.5082","0.02%"
"Jul 30, 2015","8.6235","8.6329","8.6809","8.5913","-0.17%"
"Jul 29, 2015","8.6385","8.5576","8.6564","8.5369","0.86%"
"Jul 28, 2015","8.5648","8.5053","8.5960","8.4934","0.64%"
"Jul 27, 2015","8.5103","8.5906","8.6017","8.4682","-0.90%"
"Jul 24, 2015","8.5877","8.5656","8.6233","8.5529","0.25%"
"Jul 23, 2015","8.5667","8.5962","8.6130","8.5405","-0.36%"
"Jul 22, 2015","8.5977","8.5460","8.6402","8.5132","0.60%"
"Jul 21, 2015","8.5465","8.6227","8.6505","8.5183","-0.85%"
"Jul 20, 2015","8.6194","8.6411","8.6696","8.5931","-0.40%"
"Jul 17, 2015","8.6544","8.5496","8.6561","8.5266","1.22%"
"Jul 16, 2015","8.5505","8.5026","8.5622","8.4938","0.49%"
"Jul 15, 2015","8.5084","8.4952","8.5406","8.4844","0.15%"
"Jul 14, 2015","8.4956","8.4858","8.5550","8.4780","0.10%"
"Jul 13, 2015","8.4872","8.4586","8.5069","8.3900","0.64%"
"Jul 10, 2015","8.4329","8.4853","8.4937","8.3869","-0.64%"
"Jul 09, 2015","8.4868","8.4612","8.5195","8.4177","0.27%"
"Jul 08, 2015","8.4639","8.5106","8.5407","8.4500","-0.55%"
"Jul 07, 2015","8.5106","8.4576","8.5703","8.4549","0.60%"
"Jul 06, 2015","8.4601","8.5009","8.5233","8.4307","0.09%"
"Jul 03, 2015","8.4529","8.4598","8.4824","8.4173","-0.07%"
"Jul 02, 2015","8.4587","8.3796","8.4741","8.3495","0.91%"
"Jul 01, 2015","8.3824","8.2827","8.3924","8.2597","1.19%"
"Jun 30, 2015","8.2840","8.2256","8.3182","8.1978","0.68%"
"Jun 29, 2015","8.2282","8.3960","8.4120","8.1901","-0.88%"
"Jun 26, 2015","8.3010","8.2432","8.3300","8.2391","0.68%"
"Jun 25, 2015","8.2451","8.2400","8.2638","8.2044","0.06%"
"Jun 24, 2015","8.2405","8.2614","8.2726","8.2030","-0.24%"
"Jun 23, 2015","8.2605","8.1472","8.2747","8.1364","1.37%"
"Jun 22, 2015","8.1492","8.1181","8.1570","8.0849","0.46%"
"Jun 19, 2015","8.1120","8.1307","8.1714","8.1069","-0.25%"
"Jun 18, 2015","8.1323","8.1101","8.1486","8.0293","0.28%"
"Jun 17, 2015","8.1096","8.1712","8.2159","8.0958","-0.77%"
"Jun 16, 2015","8.1725","8.1550","8.2208","8.1354","0.16%"
"Jun 15, 2015","8.1597","8.1824","8.2331","8.1473","-0.30%"
"Jun 12, 2015","8.1839","8.2053","8.2746","8.1490","-0.29%"
"Jun 11, 2015","8.2076","8.2618","8.2831","8.1902","-0.66%"
"Jun 10, 2015","8.2619","8.2906","8.3182","8.2079","-0.34%"
"Jun 09, 2015","8.2897","8.2964","8.3426","8.2661","-0.09%"
"Jun 08, 2015","8.2973","8.3680","8.4407","8.2844","-1.00%"
"Jun 05, 2015","8.3815","8.2727","8.4742","8.2600","1.31%"
"Jun 04, 2015","8.2730","8.2960","8.3393","8.2210","-0.35%"
"Jun 03, 2015","8.3020","8.4396","8.4650","8.2740","-1.66%"
"Jun 02, 2015","8.4420","8.5710","8.5898","8.4123","-1.58%"
"Jun 01, 2015","8.5778","8.5160","8.5976","8.5005","0.67%"
"May 29, 2015","8.5203","8.4687","8.5519","8.4420","0.59%"
"May 28, 2015","8.4702","8.5042","8.5306","8.4408","-0.41%"
"May 27, 2015","8.5048","8.4737","8.5763","8.4340","0.34%"
"May 26, 2015","8.4758","8.4161","8.4810","8.3944","0.71%"
"May 25, 2015","8.4163","8.3860","8.4236","8.3807","0.31%"
"May 22, 2015","8.3902","8.3370","8.4022","8.2432","0.62%"
"May 21, 2015","8.3385","8.3469","8.3676","8.2813","-0.11%"
"May 20, 2015","8.3478","8.3370","8.4051","8.3125","0.08%"
"May 19, 2015","8.3415","8.2300","8.3873","8.2245","1.34%"
"May 18, 2015","8.2315","8.1958","8.2510","8.1850","0.51%"
"May 15, 2015","8.1898","8.2272","8.3264","8.1840","-0.58%"
"May 14, 2015","8.2377","8.2376","8.2704","8.1852","-0.01%"
"May 13, 2015","8.2389","8.3314","8.3375","8.1950","-1.13%"
"May 12, 2015","8.3332","8.2985","8.3380","8.2297","0.40%"
"May 11, 2015","8.3003","8.2616","8.3264","8.2400","0.51%"
"May 08, 2015","8.2582","8.2568","8.3163","8.1958","0.01%"
"May 07, 2015","8.2577","8.2206","8.2986","8.1732","0.44%"
"May 06, 2015","8.2219","8.3450","8.3606","8.1738","-1.46%"
"May 05, 2015","8.3435","8.3699","8.4201","8.3229","-0.34%"
"May 04, 2015","8.3718","8.3923","8.4207","8.3260","-0.35%"
"May 01, 2015","8.4012","8.3230","8.4228","8.2704","0.85%"
"Apr 30, 2015","8.3308","8.3280","8.3854","8.2251","0.01%"
"Apr 29, 2015","8.3297","8.5090","8.5367","8.2920","-2.18%"
"Apr 28, 2015","8.5149","8.5971","8.6407","8.5100","-0.98%"
"Apr 27, 2015","8.5988","8.6270","8.6556","8.5718","-0.41%"
"Apr 24, 2015","8.6340","8.6334","8.6787","8.5876","-0.02%"
"Apr 23, 2015","8.6354","8.7294","8.7576","8.6169","-1.09%"
"Apr 22, 2015","8.7309","8.6630","8.7375","8.6046","0.77%"
"Apr 21, 2015","8.6642","8.6928","8.7440","8.6136","-0.37%"
"Apr 20, 2015","8.6964","8.6330","8.7046","8.6232","0.72%"
"Apr 17, 2015","8.6340","8.5886","8.6629","8.5436","0.51%"
"Apr 16, 2015","8.5900","8.7286","8.7334","8.5520","-1.55%"
"Apr 15, 2015","8.7256","8.7620","8.8237","8.7136","-0.44%"
"Apr 14, 2015","8.7644","8.8170","8.8661","8.7269","-0.66%"
"Apr 13, 2015","8.8229","8.8170","8.8861","8.7890","0.00%"
"Apr 10, 2015","8.8226","8.7585","8.8381","8.7354","0.70%"
"Apr 09, 2015","8.7611","8.6610","8.7809","8.6510","1.02%"
"Apr 08, 2015","8.6724","8.6730","8.6852","8.5935","-0.07%"
"Apr 07, 2015","8.6783","8.5751","8.6897","8.5428","1.19%"
"Apr 06, 2015","8.5766","8.5507","8.5771","8.4740","0.28%"
"Apr 03, 2015","8.5528","8.6313","8.6401","8.5078","-0.95%"
"Apr 02, 2015","8.6344","8.6630","8.6748","8.5784","-0.36%"
"Apr 01, 2015","8.6655","8.6252","8.6722","8.5830","0.41%"
"Mar 31, 2015","8.6303","8.5880","8.6647","8.5837","0.46%"
"Mar 30, 2015","8.5908","8.5930","8.6341","8.5732","0.08%"
"Mar 27, 2015","8.5842","8.5877","8.6440","8.5312","-0.06%"
"Mar 26, 2015","8.5895","8.4880","8.6027","8.4250","1.20%"
"Mar 25, 2015","8.4878","8.4901","8.5172","8.4480","-0.04%"
"Mar 24, 2015","8.4916","8.4998","8.5396","8.4283","-0.11%"
"Mar 23, 2015","8.5008","8.6070","8.6608","8.4770","-1.41%"
"Mar 20, 2015","8.6225","8.6718","8.6978","8.5792","-0.58%"
"Mar 19, 2015","8.6725","8.5770","8.7305","8.5520","1.11%"
"Mar 18, 2015","8.5770","8.6780","8.8281","8.5460","-1.24%"
"Mar 17, 2015","8.6844","8.6608","8.6956","8.6159","0.27%"
"Mar 16, 2015","8.6614","8.7090","8.7431","8.6140","-0.62%"
"Mar 13, 2015","8.7158","8.5868","8.7309","8.5846","1.50%"
"Mar 12, 2015","8.5872","8.6220","8.6685","8.5283","-0.46%"
"Mar 11, 2015","8.6270","8.5550","8.6667","8.5311","0.76%"
"Mar 10, 2015","8.5617","8.4863","8.5675","8.4700","0.87%"
"Mar 09, 2015","8.4878","8.4560","8.5020","8.4416","0.36%"
"Mar 06, 2015","8.4573","8.3376","8.5032","8.3262","1.41%"
"Mar 05, 2015","8.3401","8.3256","8.3781","8.3010","0.14%"
"Mar 04, 2015","8.3283","8.2727","8.3657","8.2635","0.66%"
"Mar 03, 2015","8.2739","8.3280","8.3451","8.2533","-0.73%"
"Mar 02, 2015","8.3346","8.3330","8.3749","8.3160","-0.12%"
"Feb 27, 2015","8.3445","8.4033","8.4098","8.3026","-0.73%"
"Feb 26, 2015","8.4057","8.2960","8.4093","8.2692","1.27%"
"Feb 25, 2015","8.3002","8.4116","8.4135","8.2876","-1.36%"
"Feb 24, 2015","8.4144","8.4128","8.4425","8.3799","-0.00%"
"Feb 23, 2015","8.4145","8.3570","8.4760","8.3530","0.52%"
"Feb 20, 2015","8.3707","8.4239","8.4514","8.3340","-0.63%"
"Feb 19, 2015","8.4236","8.3560","8.4320","8.3328","0.74%"
"Feb 18, 2015","8.3620","8.3150","8.4342","8.3140","0.44%"
"Feb 17, 2015","8.3256","8.4060","8.4385","8.3099","-1.09%"
"Feb 16, 2015","8.4172","8.4120","8.4338","8.3770","0.06%"
"Feb 13, 2015","8.4122","8.4410","8.4476","8.3847","-0.40%"
"Feb 12, 2015","8.4458","8.3766","8.5527","8.3520","0.80%"
"Feb 11, 2015","8.3787","8.3264","8.4299","8.3060","0.63%"
"Feb 10, 2015","8.3262","8.3460","8.3827","8.2975","-0.42%"
"Feb 09, 2015","8.3611","8.3830","8.4222","8.3353","-0.40%"
"Feb 06, 2015","8.3945","8.2466","8.4098","8.2237","1.80%"
"Feb 05, 2015","8.2461","8.2841","8.3142","8.2235","-0.48%"
"Feb 04, 2015","8.2859","8.2140","8.3086","8.2025","0.87%"
"Feb 03, 2015","8.2145","8.3157","8.3245","8.1696","-1.23%"
"Feb 02, 2015","8.3168","8.2770","8.3234","8.2308","0.51%"
"Jan 30, 2015","8.2746","8.2759","8.2926","8.2281","-0.03%"
"Jan 29, 2015","8.2770","8.2951","8.3086","8.2014","-0.25%"
"Jan 28, 2015","8.2980","8.1806","8.3095","8.1454","1.48%"
"Jan 27, 2015","8.1770","8.2960","8.3239","8.1486","-1.51%"
"Jan 26, 2015","8.3020","8.3240","8.3870","8.2621","-0.42%"
"Jan 23, 2015","8.3374","8.2355","8.3712","8.2110","1.30%"
"Jan 22, 2015","8.2302","8.1776","8.2597","8.1020","0.70%"
"Jan 21, 2015","8.1732","8.1723","8.2091","8.0929","0.11%"
"Jan 20, 2015","8.1645","8.1330","8.1928","8.1066","0.37%"
"Jan 19, 2015","8.1345","8.1160","8.1443","8.0839","0.19%"
"Jan 16, 2015","8.1193","8.0960","8.1750","8.0824","0.20%"
"Jan 15, 2015","8.1032","8.0827","8.2117","8.0492","0.24%"
"Jan 14, 2015","8.0841","8.0684","8.1026","7.9968","0.18%"
"Jan 13, 2015","8.0699","8.0671","8.0915","7.9696","-0.06%"
"Jan 12, 2015","8.0747","8.0440","8.1064","8.0210","0.29%"
"Jan 09, 2015","8.0512","8.0269","8.0635","8.0090","0.26%"
"Jan 08, 2015","8.0302","7.9755","8.0595","7.9449","0.67%"
"Jan 07, 2015","7.9764","7.9140","7.9935","7.9080","0.76%"
"Jan 06, 2015","7.9161","7.9347","7.9440","7.8760","-0.31%"
"Jan 05, 2015","7.9404","7.9170","7.9866","7.8990","0.23%"
"Jan 02, 2015","7.9222","7.7900","7.9243","7.7880","1.66%"
"Jan 01, 2015","7.7930","7.7930","7.8093","7.7900","-0.05%"
"Dec 31, 2014","7.7970","7.7394","7.8457","7.6964","0.67%"
"Dec 30, 2014","7.7451","7.8570","7.8651","7.7269","-1.44%"
"Dec 29, 2014","7.8585","7.8457","7.8913","7.7795","0.03%"
"Dec 26, 2014","7.8564","7.8055","7.8620","7.7860","0.53%"
"Dec 25, 2014","7.8146","7.8050","7.8163","7.8030","0.10%"
"Dec 24, 2014","7.8070","7.8007","7.8263","7.7655","0.07%"
"Dec 23, 2014","7.8018","7.7960","7.8171","7.7600","0.06%"
"Dec 22, 2014","7.7973","7.7374","7.8152","7.7050","0.73%"
"Dec 19, 2014","7.7407","7.6978","7.7573","7.6670","0.54%"
"Dec 18, 2014","7.6993","7.6647","7.7168","7.6154","0.43%"
"Dec 17, 2014","7.6662","7.6108","7.6888","7.5892","0.71%"
"Dec 16, 2014","7.6123","7.6374","7.7476","7.5632","-0.40%"
"Dec 15, 2014","7.6425","7.5340","7.6552","7.5250","1.28%"
"Dec 12, 2014","7.5462","7.5269","7.5707","7.5120","0.30%"
"Dec 11, 2014","7.5240","7.5295","7.5634","7.4794","-0.09%"
"Dec 10, 2014","7.5310","7.5295","7.5466","7.5000","-0.01%"
"Dec 09, 2014","7.5320","7.5455","7.5583","7.4829","-0.19%"
"Dec 08, 2014","7.5464","7.5540","7.6058","7.5223","-0.15%"
"Dec 05, 2014","7.5578","7.4860","7.5762","7.4840","0.94%"
"Dec 04, 2014","7.4875","7.5210","7.5493","7.4534","-0.58%"
"Dec 03, 2014","7.5311","7.5228","7.5489","7.4894","0.10%"
"Dec 02, 2014","7.5237","7.4386","7.5275","7.4220","1.13%"
"Dec 01, 2014","7.4399","7.4466","7.4851","7.3901","-0.26%"
"Nov 28, 2014","7.4596","7.4285","7.4691","7.4024","0.38%"
"Nov 27, 2014","7.4311","7.3958","7.4573","7.3842","0.46%"
"Nov 26, 2014","7.3973","7.4249","7.4427","7.3758","-0.38%"
"Nov 25, 2014","7.4252","7.4372","7.4821","7.4199","-0.17%"
"Nov 24, 2014","7.4380","7.4566","7.4794","7.4283","-0.37%"
"Nov 21, 2014","7.4657","7.3910","7.4854","7.3789","0.95%"
"Nov 20, 2014","7.3952","7.3782","7.4176","7.3700","0.19%"
"Nov 19, 2014","7.3810","7.3709","7.4034","7.3553","0.14%"
"Nov 18, 2014","7.3704","7.4367","7.4410","7.3525","-0.90%"
"Nov 17, 2014","7.4370","7.3780","7.4397","7.3530","0.69%"
"Nov 14, 2014","7.3858","7.4190","7.4634","7.3760","-0.59%"
"Nov 13, 2014","7.4293","7.4229","7.4428","7.4003","0.07%"
"Nov 12, 2014","7.4243","7.3882","7.4356","7.3763","0.48%"
"Nov 11, 2014","7.3887","7.4330","7.4447","7.3760","-0.62%"
"Nov 10, 2014","7.4345","7.3971","7.4401","7.3620","0.45%"
"Nov 07, 2014","7.4014","7.4322","7.4546","7.3978","-0.53%"
"Nov 06, 2014","7.4408","7.3668","7.4423","7.3360","0.99%"
"Nov 05, 2014","7.3682","7.3818","7.4249","7.3567","-0.19%"
"Nov 04, 2014","7.3825","7.4172","7.4312","7.3735","-0.44%"
"Nov 03, 2014","7.4150","7.3920","7.4286","7.3682","0.30%"
"Oct 31, 2014","7.3931","7.3422","7.4247","7.3226","0.67%"
"Oct 30, 2014","7.3436","7.3645","7.4062","7.3263","-0.30%"
"Oct 29, 2014","7.3656","7.3346","7.3739","7.2890","0.42%"
"Oct 28, 2014","7.3350","7.2964","7.3831","7.2712","0.50%"
"Oct 27, 2014","7.2983","7.2408","7.3060","7.2229","0.64%"
"Oct 24, 2014","7.2518","7.2580","7.2772","7.2414","-0.10%"
"Oct 23, 2014","7.2590","7.2655","7.2942","7.2469","-0.16%"
"Oct 22, 2014","7.2709","7.2339","7.2795","7.2187","0.49%"
"Oct 21, 2014","7.2356","7.1760","7.2397","7.1546","0.80%"
"Oct 20, 2014","7.1783","7.1730","7.2203","7.1678","0.01%"
"Oct 17, 2014","7.1775","7.1445","7.1972","7.1289","0.44%"
"Oct 16, 2014","7.1460","7.1510","7.2547","7.1331","-0.13%"
"Oct 15, 2014","7.1554","7.2502","7.2870","7.1218","-1.33%"
"Oct 14, 2014","7.2515","7.1131","7.2611","7.1050","1.92%"
"Oct 13, 2014","7.1148","7.2269","7.2424","7.1056","-1.62%"
"Oct 10, 2014","7.2318","7.2200","7.2527","7.2067","0.13%"
"Oct 09, 2014","7.2221","7.1654","7.2268","7.1326","0.77%"
"Oct 08, 2014","7.1672","7.1871","7.2362","7.1601","-0.29%"
"Oct 07, 2014","7.1884","7.1766","7.2080","7.1666","0.15%"
"Oct 06, 2014","7.1777","7.2790","7.2843","7.1690","-1.37%"
"Oct 03, 2014","7.2775","7.1829","7.2997","7.1740","1.33%"
"Oct 02, 2014","7.1821","7.2155","7.2256","7.1687","-0.50%"
"Oct 01, 2014","7.2185","7.2115","7.2372","7.1918","0.07%"
"Sep 30, 2014","7.2136","7.2440","7.2781","7.2049","-0.44%"
"Sep 29, 2014","7.2457","7.2580","7.2804","7.2325","-0.31%"
"Sep 26, 2014","7.2681","7.2108","7.2728","7.1980","0.79%"
"Sep 25, 2014","7.2113","7.1765","7.2299","7.1710","0.45%"
"Sep 24, 2014","7.1793","7.1468","7.1929","7.1330","0.44%"
"Sep 23, 2014","7.1482","7.1511","7.1574","7.1060","-0.05%"
"Sep 22, 2014","7.1520","7.1450","7.1653","7.1265","-0.01%"
"Sep 19, 2014","7.1527","7.0816","7.1669","7.0717","0.93%"
"Sep 18, 2014","7.0867","7.1666","7.1807","7.0813","-1.13%"
"Sep 17, 2014","7.1680","7.1182","7.1724","7.1070","0.69%"
"Sep 16, 2014","7.1192","7.1141","7.1397","7.0964","0.05%"
"Sep 15, 2014","7.1156","7.1210","7.1583","7.1075","-0.15%"
"Sep 12, 2014","7.1262","7.1271","7.1461","7.1174","-0.04%"
"Sep 11, 2014","7.1288","7.1026","7.1357","7.0870","0.35%"
"Sep 10, 2014","7.1041","7.1074","7.1238","7.0868","-0.07%"
"Sep 09, 2014","7.1089","7.1142","7.1325","7.0955","-0.05%"
"Sep 08, 2014","7.1125","7.0958","7.1183","7.0678","0.20%"
"Sep 05, 2014","7.0981","7.0634","7.1015","7.0555","0.47%"
"Sep 04, 2014","7.0649","7.0071","7.0761","6.9798","0.90%"
"Sep 03, 2014","7.0021","7.0138","7.0263","6.9861","-0.22%"
"Sep 02, 2014","7.0172","6.9998","7.0274","6.9920","0.23%"
"Sep 01, 2014","7.0013","6.9863","7.0253","6.9820","0.15%"
"Aug 29, 2014","6.9911","6.9705","6.9966","6.9397","0.27%"
"Aug 28, 2014","6.9722","6.9477","6.9855","6.9247","0.34%"
"Aug 27, 2014","6.9485","6.9554","6.9634","6.9342","-0.14%"
"Aug 26, 2014","6.9583","6.9329","6.9595","6.9215","0.29%"
"Aug 25, 2014","6.9379","6.9296","6.9454","6.9217","0.34%"
"Aug 22, 2014","6.9143","6.8883","6.9245","6.8758","0.35%"
"Aug 21, 2014","6.8903","6.9110","6.9219","6.8809","-0.34%"
"Aug 20, 2014","6.9136","6.8716","6.9171","6.8640","0.60%"
"Aug 19, 2014","6.8727","6.8522","6.8760","6.8462","0.27%"
"Aug 18, 2014","6.8540","6.8330","6.8620","6.8300","0.24%"
"Aug 15, 2014","6.8378","6.8548","6.8695","6.8280","-0.34%"
"Aug 14, 2014","6.8614","6.8731","6.8871","6.8311","-0.19%"
"Aug 13, 2014","6.8746","6.8754","6.8871","6.8486","-0.03%"
"Aug 12, 2014","6.8766","6.8687","6.8904","6.8610","0.06%"
"Aug 11, 2014","6.8722","6.8948","6.8979","6.8515","-0.45%"
"Aug 08, 2014","6.9031","6.9036","6.9264","6.8780","-0.04%"
"Aug 07, 2014","6.9056","6.8931","6.9171","6.8851","0.16%"
"Aug 06, 2014","6.8945","6.8835","6.9323","6.8813","0.16%"
"Aug 05, 2014","6.8835","6.8810","6.8995","6.8629","0.03%"
"Aug 04, 2014","6.8813","6.8500","6.8984","6.8500","0.33%"
"Aug 01, 2014","6.8587","6.8962","6.9026","6.8505","-0.57%"
"Jul 31, 2014","6.8980","6.8818","6.9075","6.8731","0.21%"
"Jul 30, 2014","6.8835","6.8550","6.9047","6.8390","0.39%"
"Jul 29, 2014","6.8565","6.8290","6.8565","6.8230","0.39%"
"Jul 28, 2014","6.8300","6.8130","6.8394","6.8063","0.16%"
"Jul 25, 2014","6.8194","6.8266","6.8324","6.8047","-0.12%"
"Jul 24, 2014","6.8279","6.8375","6.8540","6.8223","-0.16%"
"Jul 23, 2014","6.8390","6.8479","6.8573","6.8215","-0.16%"
"Jul 22, 2014","6.8497","6.8410","6.8629","6.8350","0.05%"
"Jul 21, 2014","6.8465","6.8395","6.8592","6.8280","0.10%"
"Jul 18, 2014","6.8397","6.8268","6.8464","6.8118","0.26%"
"Jul 17, 2014","6.8223","6.8270","6.8372","6.8109","-0.07%"
"Jul 16, 2014","6.8271","6.8206","6.8441","6.8050","0.07%"
"Jul 15, 2014","6.8223","6.7934","6.8234","6.7770","0.40%"
"Jul 14, 2014","6.7949","6.7861","6.8015","6.7692","0.07%"
"Jul 11, 2014","6.7904","6.7767","6.7972","6.7607","0.15%"
"Jul 10, 2014","6.7801","6.7900","6.7986","6.7568","-0.16%"
"Jul 09, 2014","6.7913","6.8344","6.8367","6.7734","-0.67%"
"Jul 08, 2014","6.8371","6.8309","6.8450","6.8157","0.06%"
"Jul 07, 2014","6.8327","6.8330","6.8591","6.8230","-0.18%"
"Jul 04, 2014","6.8452","6.8214","6.8660","6.8130","0.33%"
"Jul 03, 2014","6.8224","6.7031","6.8749","6.6960","1.77%"
"Jul 02, 2014","6.7039","6.6895","6.7202","6.6820","0.19%"
"Jul 01, 2014","6.6910","6.6826","6.7134","6.6749","0.11%"
"Jun 30, 2014","6.6837","6.7340","6.7418","6.6777","-0.74%"
"Jun 27, 2014","6.7333","6.7356","6.7674","6.7243","-0.06%"
"Jun 26, 2014","6.7371","6.7368","6.7665","6.7184","-0.02%"
"Jun 25, 2014","6.7383","6.7241","6.7466","6.7125","0.20%"
"Jun 24, 2014","6.7247","6.6918","6.7360","6.6890","0.47%"
"Jun 23, 2014","6.6933","6.7230","6.7300","6.6900","-0.25%"
"Jun 20, 2014","6.7103","6.6921","6.7535","6.6799","0.20%"
"Jun 19, 2014","6.6970","6.6410","6.7042","6.6192","0.84%"
"Jun 18, 2014","6.6415","6.6356","6.6727","6.6259","0.07%"
"Jun 17, 2014","6.6370","6.6243","6.6550","6.6176","0.16%"
"Jun 16, 2014","6.6262","6.6350","6.6678","6.6203","-0.30%"
"Jun 13, 2014","6.6463","6.6871","6.6938","6.6370","-0.67%"
"Jun 12, 2014","6.6913","6.7000","6.7074","6.6770","-0.14%"
"Jun 11, 2014","6.7006","6.6919","6.7050","6.6681","0.09%"
"Jun 10, 2014","6.6943","6.6815","6.7034","6.6706","0.15%"
"Jun 09, 2014","6.6840","6.6308","6.6916","6.6210","0.83%"
"Jun 06, 2014","6.6292","6.6603","6.6636","6.6225","-0.49%"
"Jun 05, 2014","6.6618","6.6401","6.6940","6.6247","0.30%"
"Jun 04, 2014","6.6421","6.6770","6.6965","6.6396","-0.55%"
"Jun 03, 2014","6.6785","6.6923","6.7008","6.6652","-0.23%"
"Jun 02, 2014","6.6942","6.6770","6.7000","6.6719","0.08%"
"May 30, 2014","6.6890","6.6435","6.6945","6.6363","0.64%"
"May 29, 2014","6.6466","6.6413","6.6552","6.6190","0.05%"
"May 28, 2014","6.6434","6.6223","6.6505","6.6114","0.29%"
